cik,name,tickers,exchanges,entity_type,sic,state_of_incorporation,filing_date,report_date,url,file_size_in_bytes,download_success,download_error,word_count,report_year,original_row_number,reason_type,dedup_action,dedup_rule,accession_number
0000949956,VERITY INC \DE\,,,operating,7374.0,DE,2002-08-16,2002-05-31,https://www.sec.gov/Archives/edgar/data/949956/000089161802003972/f83502e10vk.htm,1015648,True,,33496.0,2002,50855,,kept,kept_unflagged_or_reason1,0000891618-02-003972
0001464830,"Silver Falcon Mining, Inc.",,,operating,1040.0,DE,2012-04-11,2011-12-31,https://www.sec.gov/Archives/edgar/data/1464830/000109181812000111/sfmi0410201210k.htm,2496075,True,,35798.0,2011,124429,,kept,kept_unflagged_or_reason1,0001091818-12-000111
0001141240,LIQUIDMETAL TECHNOLOGIES INC,LQMT,OTC,operating,2800.0,DE,2003-03-31,2002-12-31,https://www.sec.gov/Archives/edgar/data/1141240/000095014403004158/g81487e10vk.htm,1021000,True,,38069.0,2002,77735,,kept,kept_unflagged_or_reason1,0000950144-03-004158
0001053112,CABLEVISION SYSTEMS CORP /NY,,,operating,4841.0,DE,2014-02-26,2013-12-31,https://www.sec.gov/Archives/edgar/data/1053112/000114036114009776/form10k.htm,29772959,True,,86475.0,2013,61707,,kept,kept_unflagged_or_reason1,0001140361-14-009776
0001286243,INTERSTAR MILLENNIUM SERIES 2002-1G TRUST,,,operating,6189.0,,2004-10-19,2003-12-31,https://www.sec.gov/Archives/edgar/data/1286243/000090256104000463/form10k_kd2-101804.txt,65841,True,,2739.0,2003,91603,,kept,kept_unflagged_or_reason1,0000902561-04-000463
0001304973,Alternative Loan Trust 2004-J9,,,operating,6189.0,,2005-03-29,2004-12-31,https://www.sec.gov/Archives/edgar/data/1304973/000090514805001984/efc5-0566_5670758fm10k.txt,23358,True,,1581.0,2004,95076,,kept,kept_unflagged_or_reason1,0000905148-05-001984
0001051343,COMMUNITY WEST BANCSHARES /,,,operating,6022.0,CA,2009-03-30,2008-12-31,https://www.sec.gov/Archives/edgar/data/1051343/000114036109008223/form10k.htm,3744648,True,,43222.0,2008,61265,,kept,kept_unflagged_or_reason1,0001140361-09-008223
0000753557,LBO CAPITAL CORP,,,operating,6770.0,CO,2009-04-15,2008-12-31,https://www.sec.gov/Archives/edgar/data/753557/000075355709000003/f2008lbo10kfinaluhy.htm,561209,True,,19247.0,2008,23084,,kept,kept_unflagged_or_reason1,0000753557-09-000003
0001168990,"SUPERFUND GREEN, L.P.",,,operating,6221.0,J5,2003-03-31,2002-12-31,https://www.sec.gov/Archives/edgar/data/1168990/000095013703001863/c75808e10vk.txt,91022,True,,10592.0,2002,81037,,kept,kept_unflagged_or_reason1,0000950137-03-001863
0001378125,Toga Ltd,,,operating,7371.0,,2010-10-29,2010-07-31,https://www.sec.gov/Archives/edgar/data/1378125/000114420410056334/v200042_10k.htm,1947242,True,,14974.0,2010,109186,,kept,kept_unflagged_or_reason1,0001144204-10-056334
0001789029,"Aeva Technologies, Inc.",AEVA,Nasdaq,operating,3714.0,DE,2024-03-15,2023-12-31,https://www.sec.gov/Archives/edgar/data/1789029/000095017024032299/aeva-20231231.htm,13009469,True,,55639.0,2023,155064,,kept,kept_unflagged_or_reason1,0000950170-24-032299
0001393540,IGEN NETWORKS CORP,,,operating,7363.0,NV,2022-03-31,2021-12-31,https://www.sec.gov/Archives/edgar/data/1393540/000164033422000629/igen_10k.htm,6111134,True,,22880.0,2021,112613,,kept,kept_unflagged_or_reason1,0001640334-22-000629
0001578329,APEX 11 INC.,,,operating,6770.0,NY,2025-05-16,2024-12-31,https://www.sec.gov/Archives/edgar/data/1578329/000118518525000507/apex10k123124.htm,1626265,True,,11947.0,2024,138591,,kept,kept_unflagged_or_reason1,0001185185-25-000507
0001043951,CAMPBELL FUND TRUST,,,operating,6221.0,DE,2016-03-29,2015-12-31,https://www.sec.gov/Archives/edgar/data/1043951/000104395116000065/cft10k_dec2015.htm,6149701,True,,49358.0,2015,59777,,kept,kept_unflagged_or_reason1,0001043951-16-000065
0001478913,China Education Acquisition Corp.,,,operating,6770.0,DE,2011-03-31,2011-03-31,https://www.sec.gov/Archives/edgar/data/1478913/000151116411000013/form10kv8.htm,1289428,True,,11774.0,2011,126002,,kept,kept_unflagged_or_reason1,0001511164-11-000013
0001001039,TWDC Enterprises 18 Corp.,,,operating,7990.0,DE,2013-11-20,2013-09-28,https://www.sec.gov/Archives/edgar/data/1001039/000100103913000164/fy2013_q4x10k.htm,27801338,True,,56511.0,2013,51147,,kept,kept_unflagged_or_reason1,0001001039-13-000164
0001106773,"SCIELE PHARMA, INC.",,,operating,2834.0,DE,2006-02-28,2005-12-31,https://www.sec.gov/Archives/edgar/data/1106773/000110465906012316/a06-3045_110k.htm,3483175,True,,49399.0,2005,72561,,kept,kept_unflagged_or_reason1,0001104659-06-012316
0001290677,"Turning Point Brands, Inc.",TPB,NYSE,operating,2100.0,DE,2021-02-19,2020-12-31,https://www.sec.gov/Archives/edgar/data/1290677/000114036121005505/brhc10020238_10k.htm,16325047,True,,65747.0,2020,92644,,kept,kept_unflagged_or_reason1,0001140361-21-005505
0001006028,"PURE BIOSCIENCE, INC.",PURE,OTC,operating,2890.0,DE,2019-10-30,2019-07-31,https://www.sec.gov/Archives/edgar/data/1006028/000149315219016126/form10-k.htm,4595575,True,,52023.0,2019,52611,,kept,kept_unflagged_or_reason1,0001493152-19-016126
0000806613,GEODYNE ENERGY INCOME LTD PARTNERSHIP I-E,,,operating,1311.0,OK,2005-03-30,2004-12-31,https://www.sec.gov/Archives/edgar/data/806613/000088823905000074/geoi.txt,291140,True,,28446.0,2004,27974,,kept,kept_unflagged_or_reason1,0000888239-05-000074
0001065059,CENTRUS ENERGY CORP,LEU,NYSE,operating,1400.0,DE,2016-03-23,2015-12-31,https://www.sec.gov/Archives/edgar/data/1065059/000106505916000061/leu-20151231x10k.htm,14646977,True,,61396.0,2015,64061,,kept,kept_unflagged_or_reason1,0001065059-16-000061
0000788965,HALLADOR ENERGY CO,HNRG,Nasdaq,operating,4911.0,CO,2025-03-17,2024-12-31,https://www.sec.gov/Archives/edgar/data/788965/000155837025003141/hnrg-20241231x10k.htm,21941355,True,,55996.0,2024,25613,,kept,kept_unflagged_or_reason1,0001558370-25-003141
0000894743,NEOWARE INC,,,operating,3571.0,DE,2002-09-30,2002-06-30,https://www.sec.gov/Archives/edgar/data/894743/000095011602002245/ten-k.txt,212956,True,,22354.0,2002,41442,,kept,kept_unflagged_or_reason1,0000950116-02-002245
0001662972,"Blackstone Real Estate Income Trust, Inc.",BSTT,OTC,operating,6798.0,MD,2023-03-17,2022-12-31,https://www.sec.gov/Archives/edgar/data/1662972/000166297223000030/breit-20221231.htm,42769402,True,,143689.0,2022,147567,,kept,kept_unflagged_or_reason1,0001662972-23-000030
0001442492,"Laredo Oil, Inc.",LRDC,OTC,operating,1311.0,DE,2016-08-29,2016-05-31,https://www.sec.gov/Archives/edgar/data/1442492/000165495416001866/laredo_10k-16952.htm,2415530,True,,20812.0,2016,122034,,kept,kept_unflagged_or_reason1,0001654954-16-001866
0001170991,DCT Industrial Trust Inc.,,,operating,6798.0,MD,2017-02-17,2016-12-31,https://www.sec.gov/Archives/edgar/data/1170991/000117099117000010/dct-20161231x10k.htm,32276511,True,,72961.0,2016,81470,,kept,kept_unflagged_or_reason1,0001170991-17-000010
0001304960,Banc of America Funding Corp. Mortgage Pass-Through Certificates Series 2004-3,,,operating,6189.0,DE,2005-03-31,2004-12-31,https://www.sec.gov/Archives/edgar/data/1304960/000105640405001613/baf04003_2004.txt,114099,True,,15655.0,2004,95072,,kept,kept_unflagged_or_reason1,0001056404-05-001613
0001630113,BIOTRICITY INC.,BTCY,OTC,operating,3841.0,NV,2017-03-30,2016-12-31,https://www.sec.gov/Archives/edgar/data/1630113/000151116417000138/form10kbiotricitydecember312.htm,2886268,True,,43705.0,2016,144531,,kept,kept_unflagged_or_reason1,0001511164-17-000138
0001799611,Collective Growth Corp,,,operating,6770.0,DE,2021-04-02,2020-12-31,https://www.sec.gov/Archives/edgar/data/1799611/000121390021019988/f10k2020_collectivegrowth.htm,2820737,True,,49587.0,2020,155509,,kept,kept_unflagged_or_reason1,0001213900-21-019988
0001547530,"Microlin Bio, Inc",,,operating,6500.0,DE,2014-04-17,2013-12-31,https://www.sec.gov/Archives/edgar/data/1547530/000139390514000223/abc_10k.htm,1702594,True,,14748.0,2013,134712,,kept,kept_unflagged_or_reason1,0001393905-14-000223
0000278166,"CAVCO INDUSTRIES, INC.",CVCO,Nasdaq,operating,2451.0,DE,2009-05-21,2009-03-31,https://www.sec.gov/Archives/edgar/data/278166/000136231009008044/c85729e10vk.htm,611111,True,,30761.0,2009,14490,,kept,kept_unflagged_or_reason1,0001362310-09-008044
0001981769,BBCMS 2023-C20,,,operating,6189.0,,2024-03-19,2023-12-31,https://www.sec.gov/Archives/edgar/data/1981769/000188852424003703/bcr23c20_10k-2023.htm,13666731,True,,16018.0,2023,161403,,kept,kept_unflagged_or_reason1,0001888524-24-003703
0001366246,GLU MOBILE INC,,,operating,7371.0,DE,2011-03-21,2010-12-31,https://www.sec.gov/Archives/edgar/data/1366246/000095012311027402/f58552e10vk.htm,1498626,True,,59738.0,2010,106296,,kept,kept_unflagged_or_reason1,0000950123-11-027402
0001376986,Tennessee Valley Authority,TVE|TVC,NYSE|NYSE,operating,4911.0,,2022-11-15,2022-09-30,https://www.sec.gov/Archives/edgar/data/1376986/000137698622000023/tve-20220930.htm,33198852,True,,145969.0,2022,108918,,kept,kept_unflagged_or_reason1,0001376986-22-000023
0001017813,CAREGUIDE INC,,,operating,8090.0,DE,2008-05-09,2007-12-31,https://www.sec.gov/Archives/edgar/data/1017813/000101781308000014/careguide10k2007.htm,1302230,True,,47331.0,2007,54670,,kept,kept_unflagged_or_reason1,0001017813-08-000014
0001690622,XTribe P.L.C.,,,operating,7372.0,X0,2019-04-16,2018-12-31,https://www.sec.gov/Archives/edgar/data/1690622/000149315219005446/form10-k.htm,3106332,True,,16447.0,2018,149667,,kept,kept_unflagged_or_reason1,0001493152-19-005446
0000073290,BIOMERICA INC,BMRA,Nasdaq,operating,2835.0,DE,2012-08-29,2012-05-31,https://www.sec.gov/Archives/edgar/data/73290/000151316212000654/biomerica201210k.htm,5626560,True,,18842.0,2012,8777,,kept,kept_unflagged_or_reason1,0001513162-12-000654
0001786431,Reynolds Consumer Products Inc.,REYN,Nasdaq,operating,2673.0,DE,2024-02-07,2023-12-31,https://www.sec.gov/Archives/edgar/data/1786431/000162828024003623/reyn-20231231.htm,11254429,True,,42306.0,2023,154941,,kept,kept_unflagged_or_reason1,0001628280-24-003623
0001755101,APPlife Digital Solutions Inc,ALDS,OTC,operating,5531.0,NV,2020-09-25,2020-06-30,https://www.sec.gov/Archives/edgar/data/1755101/000144586620001404/alds_10k.htm,2365023,True,,14735.0,2020,153493,,kept,kept_unflagged_or_reason1,0001445866-20-001404
0001339225,"Microsmart Devices, Inc.",,,operating,6770.0,NV,2012-03-30,2011-12-31,https://www.sec.gov/Archives/edgar/data/1339225/000124387512000001/Form_10k-20120331.htm,1322852,True,,13186.0,2011,101196,,kept,kept_unflagged_or_reason1,0001243875-12-000001
0000096271,TAMPA ELECTRIC CO,,,operating,4911.0,FL,2005-03-15,2004-12-31,https://www.sec.gov/Archives/edgar/data/96271/000119312505050920/d10k.htm,4032119,True,,112271.0,2004,11586,,kept,kept_unflagged_or_reason1,0001193125-05-050920
0001385718,SALLY CAPITAL INC.,,,operating,,DE,2008-11-26,2008-09-30,https://www.sec.gov/Archives/edgar/data/1385718/000110465908073397/a08-29200_110k.htm,3126949,True,,69216.0,2008,110965,,kept,kept_unflagged_or_reason1,0001104659-08-073397
0000750574,"AUBURN NATIONAL BANCORPORATION, INC",AUBN,Nasdaq,operating,6022.0,DE,2020-03-06,2019-12-31,https://www.sec.gov/Archives/edgar/data/750574/000119312520064839/d787677d10k.htm,11224123,True,,58764.0,2019,22872,,kept,kept_unflagged_or_reason1,0001193125-20-064839
0001031329,RADIOLOGIX INC,,,operating,8090.0,DE,2004-03-12,2003-12-31,https://www.sec.gov/Archives/edgar/data/1031329/000119312504040738/d10k.htm,1479252,True,,43302.0,2003,57129,,kept,kept_unflagged_or_reason1,0001193125-04-040738
0001408198,MSCI Inc.,MSCI,NYSE,operating,7389.0,DE,2016-02-26,2015-12-31,https://www.sec.gov/Archives/edgar/data/1408198/000119312516482334/d20757d10k.htm,10355298,True,,76366.0,2015,115661,,kept,kept_unflagged_or_reason1,0001193125-16-482334
0001367922,LYNX ACQUISITION INC,,,operating,6770.0,DE,2010-03-30,2009-12-31,https://www.sec.gov/Archives/edgar/data/1367922/000114420410016686/v179212_10k.htm,566319,True,,10149.0,2009,106804,,kept,kept_unflagged_or_reason1,0001144204-10-016686
0000081050,Chazak Value Corp.,,,operating,3577.0,DE,2004-03-29,2003-12-31,https://www.sec.gov/Archives/edgar/data/81050/000114420404003707/v02216.txt,303277,True,,35477.0,2003,9936,,kept,kept_unflagged_or_reason1,0001144204-04-003707
0001353052,SACO I Trust 2006-3,,,operating,6189.0,DE,2007-03-30,2006-12-31,https://www.sec.gov/Archives/edgar/data/1353052/000113699907000527/saco0603_10k.htm,527988,True,,1826.0,2006,103569,,kept,kept_unflagged_or_reason1,0001136999-07-000527
0001694617,"Royale Energy, Inc.",ROYL,OTC,operating,1311.0,DE,2024-04-12,2023-12-31,https://www.sec.gov/Archives/edgar/data/1694617/000118518524000374/royaleinc20231231_10k.htm,7246228,True,,28801.0,2023,149963,,kept,kept_unflagged_or_reason1,0001185185-24-000374
0001374328,"FITLIFE BRANDS, INC.",FTLF,Nasdaq,operating,2833.0,NV,2022-10-13,2021-12-31,https://www.sec.gov/Archives/edgar/data/1374328/000185173422000612/ftlf20211231_10k.htm,11701511,True,,46396.0,2021,108193,,kept,kept_unflagged_or_reason1,0001851734-22-000612
0001507079,"Floor & Decor Holdings, Inc.",FND,NYSE,operating,5211.0,DE,2025-02-20,2024-12-26,https://www.sec.gov/Archives/edgar/data/1507079/000150707925000013/fnd-20241226.htm,10859850,True,,50198.0,2024,129930,,kept,kept_unflagged_or_reason1,0001507079-25-000013
0001843165,LQR House Inc.,YHC,Nasdaq,operating,2080.0,DE,2024-04-01,2023-12-31,https://www.sec.gov/Archives/edgar/data/1843165/000121390024028934/ea0202215-10k_lqrhouse.htm,8085807,True,,54223.0,2023,158357,,kept,kept_unflagged_or_reason1,0001213900-24-028934
0001882850,"Apollo Realty Income Solutions, Inc.",,,operating,6798.0,MD,2024-03-11,2023-12-31,https://www.sec.gov/Archives/edgar/data/1882850/000095017024029303/ck0001882850-20231231.htm,12053559,True,,78892.0,2023,160117,,kept,kept_unflagged_or_reason1,0000950170-24-029303
0001540159,"Edesa Biotech, Inc.",EDSA,Nasdaq,operating,2834.0,A1,2020-12-07,2020-09-30,https://www.sec.gov/Archives/edgar/data/1540159/000165495420013236/edsa_10k.htm,4661214,True,,52522.0,2020,134051,,kept,kept_unflagged_or_reason1,0001654954-20-013236
0001682639,"HYPERION DEFI, INC.",HYPD,Nasdaq,operating,2834.0,DE,2018-04-02,2017-12-31,https://www.sec.gov/Archives/edgar/data/1682639/000114420418018682/tv488528_10k.htm,5395148,True,,61218.0,2017,149085,,kept,kept_unflagged_or_reason1,0001144204-18-018682
0000814549,EBIX INC,,,operating,7373.0,DE,2022-03-10,2021-12-31,https://www.sec.gov/Archives/edgar/data/814549/000162828022005616/ebix-20211231.htm,15079580,True,,77482.0,2021,29256,,kept,kept_unflagged_or_reason1,0001628280-22-005616
0000763744,LCI INDUSTRIES,LCII,NYSE,operating,3714.0,DE,2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/763744/000076374424000023/lcii-20231231.htm,11274022,True,,42166.0,2023,23485,,kept,kept_unflagged_or_reason1,0000763744-24-000023
0001054905,INNOSPEC INC.,IOSP,Nasdaq,operating,2800.0,DE,2017-02-15,2016-12-31,https://www.sec.gov/Archives/edgar/data/1054905/000119312517045109/d303010d10k.htm,10273743,True,,39755.0,2016,62028,,kept,kept_unflagged_or_reason1,0001193125-17-045109
0001084755,ARIBA INC,,,operating,7372.0,DE,2011-11-10,2011-09-30,https://www.sec.gov/Archives/edgar/data/1084755/000119312511306627/d226269d10k.htm,10986065,True,,49529.0,2011,67899,,kept,kept_unflagged_or_reason1,0001193125-11-306627
0001364727,"Network Communications, Inc.",,,operating,2721.0,GA,2009-06-19,2009-03-29,https://www.sec.gov/Archives/edgar/data/1364727/000136472709000007/form10k.htm,2248195,True,,47952.0,2009,105993,,kept,kept_unflagged_or_reason1,0001364727-09-000007
0001365267,Hartford Life Global Funding Trust 2006-067,,,operating,6189.0,DE,2006-08-29,2006-06-15,https://www.sec.gov/Archives/edgar/data/1365267/000093041306006329/c43787_10k.txt,52692,True,,2254.0,2006,106129,,kept,kept_unflagged_or_reason1,0000930413-06-006329
0001690536,"FS Credit Real Estate Income Trust, Inc.",,,operating,6798.0,MD,2021-03-29,2020-12-31,https://www.sec.gov/Archives/edgar/data/1690536/000119312521096833/d109978d10k.htm,11385470,True,,66723.0,2020,149645,,kept,kept_unflagged_or_reason1,0001193125-21-096833
0001739936,MOMENTIVE GLOBAL INC.,,,operating,7370.0,DE,2022-02-14,2021-12-31,https://www.sec.gov/Archives/edgar/data/1739936/000095017022001217/mntv-20211231.htm,13440378,True,,65385.0,2021,152721,,kept,kept_unflagged_or_reason1,0000950170-22-001217
0001434647,"ZEVRA THERAPEUTICS, INC.",ZVRA,Nasdaq,operating,2834.0,DE,2017-03-10,2016-12-31,https://www.sec.gov/Archives/edgar/data/1434647/000143774917004317/kmph20161231_10k.htm,11234782,True,,83900.0,2016,120685,,kept,kept_unflagged_or_reason1,0001437749-17-004317
0001108205,CURIS INC,CRIS,Nasdaq,operating,2836.0,DE,2005-03-15,2004-12-31,https://www.sec.gov/Archives/edgar/data/1108205/000119312505050973/d10k.htm,1563744,True,,57962.0,2004,72840,,kept,kept_unflagged_or_reason1,0001193125-05-050973
0000710752,SABINE ROYALTY TRUST,SBR,NYSE,operating,6792.0,TX,2016-02-29,2015-12-31,https://www.sec.gov/Archives/edgar/data/710752/000119312516484379/d131485d10k.htm,2665664,True,,26776.0,2015,18338,,kept,kept_unflagged_or_reason1,0001193125-16-484379
0001369786,"Sagent Pharmaceuticals, Inc.",,,operating,2834.0,DE,2016-03-07,2015-12-31,https://www.sec.gov/Archives/edgar/data/1369786/000119312516495377/d121715d10k.htm,12307833,True,,60515.0,2015,107280,,kept,kept_unflagged_or_reason1,0001193125-16-495377
0000758743,VIDEO DISPLAY CORP,,,operating,3670.0,GA,2016-05-26,2016-02-29,https://www.sec.gov/Archives/edgar/data/758743/000119312516604208/d137464d10k.htm,5584306,True,,21950.0,2016,23298,,kept,kept_unflagged_or_reason1,0001193125-16-604208
0000885275,WILSON BANK HOLDING CO,WBHC,OTC,operating,6021.0,TN,2018-03-09,2017-12-31,https://www.sec.gov/Archives/edgar/data/885275/000162828018002973/wbhc2017123110-k.htm,20988103,True,,29357.0,2017,39137,,kept,kept_unflagged_or_reason1,0001628280-18-002973
0001139062,MS STRUCTURED SATURNS SERIES 2001-1,,,operating,6189.0,DE,2006-03-29,2005-12-31,https://www.sec.gov/Archives/edgar/data/1139062/000128269506000057/e65697_2001-1.txt,17288,True,,1935.0,2005,77400,,kept,kept_unflagged_or_reason1,0001282695-06-000057
0001423975,Ford Credit Auto Owner Trust 2008-A,,,operating,6189.0,DE,2009-03-26,2008-12-31,https://www.sec.gov/Archives/edgar/data/1423975/000095015209003138/k47610e10vk.htm,142131,True,,3047.0,2008,118968,,kept,kept_unflagged_or_reason1,0000950152-09-003138
0001503802,Karyopharm Therapeutics Inc.,KPTI,Nasdaq,operating,2834.0,DE,2022-03-01,2021-12-31,https://www.sec.gov/Archives/edgar/data/1503802/000095017022002548/kpti-20211231.htm,18585181,True,,110208.0,2021,129467,,kept,kept_unflagged_or_reason1,0000950170-22-002548
0000008504,AgEagle Aerial Systems Inc.,UAVS,NYSE,operating,3721.0,NV,2022-04-12,2021-12-31,https://www.sec.gov/Archives/edgar/data/8504/000157570522000260/uavs_10k.htm,10092116,True,,54972.0,2021,1144,,kept,kept_unflagged_or_reason1,0001575705-22-000260
0000796343,ADOBE INC.,ADBE,Nasdaq,operating,7372.0,DE,2020-01-21,2019-11-29,https://www.sec.gov/Archives/edgar/data/796343/000079634320000013/adbe10kfy19.htm,20233306,True,,67091.0,2019,26597,,kept,kept_unflagged_or_reason1,0000796343-20-000013
0001781819,Ford Credit Auto Lease Trust 2019-B,,,operating,6189.0,DE,2020-03-25,2019-12-31,https://www.sec.gov/Archives/edgar/data/1781819/000178181920000015/a10-kxpubliclease2019xb2019.htm,246011,True,,2762.0,2019,154665,,kept,kept_unflagged_or_reason1,0001781819-20-000015
0001598924,"Image Chain Group Limited, Inc.",,,operating,2860.0,NV,2019-03-26,2018-12-31,https://www.sec.gov/Archives/edgar/data/1598924/000149315219003894/form10-k.htm,3348516,True,,18298.0,2018,141162,,kept,kept_unflagged_or_reason1,0001493152-19-003894
0001059573,HILLSDALE TOOL & MANUFACTURING CO,,,operating,3714.0,MI,2003-03-03,2002-11-30,https://www.sec.gov/Archives/edgar/data/1059573/000095015303000402/p67507e10vk.htm,1521990,True,,47531.0,2002,62998,,kept,kept_unflagged_or_reason1,0000950153-03-000402
0001841004,Altimar Acquisition Corp. III,,,operating,6770.0,E9,2023-03-30,2022-12-31,https://www.sec.gov/Archives/edgar/data/1841004/000162828023009929/ataq-20221231.htm,4460004,True,,59504.0,2022,158183,,kept,kept_unflagged_or_reason1,0001628280-23-009929
0000803014,COMVERSE TECHNOLOGY INC/NY/,,,operating,3661.0,NY,2011-05-31,2011-01-31,https://www.sec.gov/Archives/edgar/data/803014/000119312511154883/d10k.htm,14262683,True,,183642.0,2011,27513,,kept,kept_unflagged_or_reason1,0001193125-11-154883
0001532286,"Nine Energy Service, Inc.",NINE|NINEQ,NYSE|NYSE,operating,1389.0,DE,2019-03-07,2018-12-31,https://www.sec.gov/Archives/edgar/data/1532286/000153228619000004/nine-20181231x10k.htm,11255109,True,,62418.0,2018,133073,,kept,kept_unflagged_or_reason1,0001532286-19-000004
0001835385,"Marathon Bancorp, Inc. /MD/",MBBC,Nasdaq,operating,6036.0,,2024-09-26,2024-06-30,https://www.sec.gov/Archives/edgar/data/1835385/000155837024013026/mara-20240630x10k.htm,19207712,True,,52572.0,2024,157800,,kept,kept_unflagged_or_reason1,0001558370-24-013026
0001623916,Morgan Stanley Bank of America Merrill Lynch Trust 2014-C19,,,operating,6189.0,DE,2015-03-31,2015-03-31,https://www.sec.gov/Archives/edgar/data/1623916/000105640415000637/msc14c19_10k-2014.htm,1096003,True,,3543.0,2015,143983,,kept,kept_unflagged_or_reason1,0001056404-15-000637
0001407739,"DUPONT FABROS TECHNOLOGY, INC.",,,operating,6500.0,MD,2009-02-27,2008-12-31,https://www.sec.gov/Archives/edgar/data/1407739/000119312509039918/d10k.htm,1435384,True,,55651.0,2008,115559,,kept,kept_unflagged_or_reason1,0001193125-09-039918
0001051118,TENFOLD CORP /UT,,,operating,7371.0,DE,2007-02-21,2006-12-31,https://www.sec.gov/Archives/edgar/data/1051118/000119312507036052/d10k.htm,1140670,True,,36792.0,2006,61236,,kept,kept_unflagged_or_reason1,0001193125-07-036052
0000884269,ALPHA PRO TECH LTD,APT,NYSE,operating,3842.0,DE,2013-03-06,2012-12-31,https://www.sec.gov/Archives/edgar/data/884269/000143774913002367/apt_10k-123112.htm,6775778,True,,20130.0,2012,38906,,kept,kept_unflagged_or_reason1,0001437749-13-002367
0000090144,SIERRA PACIFIC POWER CO,,,operating,4931.0,NV,2019-02-25,2018-12-31,https://www.sec.gov/Archives/edgar/data/90144/000108131619000003/bhe123118form10-k.htm,83228328,True,,227611.0,2018,10785,,kept,kept_unflagged_or_reason1,0001081316-19-000003
0001002135,WESTELL TECHNOLOGIES INC,,,operating,3661.0,DE,2017-05-26,2017-03-31,https://www.sec.gov/Archives/edgar/data/1002135/000100213517000037/wstl-2017331x10k.htm,8373680,True,,33912.0,2017,51566,,kept,kept_unflagged_or_reason1,0001002135-17-000037
0001003481,AAVID THERMAL TECHNOLOGIES INC,,,operating,3679.0,DE,2004-03-29,2003-12-31,https://www.sec.gov/Archives/edgar/data/1003481/000095013504001597/b49984ate10vk.txt,533742,True,,39383.0,2003,51998,,kept,kept_unflagged_or_reason1,0000950135-04-001597
0001385310,UV FLU TECHNOLOGIES INC,,,operating,3564.0,NV,2015-06-25,2014-09-30,https://www.sec.gov/Archives/edgar/data/1385310/000114420415039048/v413752_10k.htm,4888975,True,,30654.0,2014,110872,,kept,kept_unflagged_or_reason1,0001144204-15-039048
0000939767,"EXELIXIS, INC.",EXEL,Nasdaq,operating,2836.0,DE,2023-02-07,2022-12-30,https://www.sec.gov/Archives/edgar/data/939767/000093976723000019/exel-20221230.htm,11729321,True,,85709.0,2022,49192,,kept,kept_unflagged_or_reason1,0000939767-23-000019
0000065358,UNITED CAPITAL CORP /DE/,,,operating,3490.0,DE,2007-03-30,2006-12-31,https://www.sec.gov/Archives/edgar/data/65358/000092189507000685/form10k01196_12312006.htm,262366,True,,27230.0,2006,7659,,kept,kept_unflagged_or_reason1,0000921895-07-000685
0000310056,VICON INDUSTRIES INC /NY/,,,operating,3669.0,NY,2005-01-11,2004-09-30,https://www.sec.gov/Archives/edgar/data/310056/000031005605000001/f10k_011104.txt,241059,True,,20094.0,2004,14512,,kept,kept_unflagged_or_reason1,0000310056-05-000001
0001290200,Wells Fargo Dealer Floorplan Master Note Trust,,,operating,6189.0,DE,2018-03-28,2017-12-31,https://www.sec.gov/Archives/edgar/data/1290200/000114420418017608/tv489220_10k.htm,340163,True,,6789.0,2017,92554,,kept,kept_unflagged_or_reason1,0001144204-18-017608
0000319687,"UNITED AIRLINES, INC.",,,operating,4512.0,DE,2021-03-01,2020-12-31,https://www.sec.gov/Archives/edgar/data/319687/000010051721000016/ual-20201231.htm,20454731,True,,82207.0,2020,15756,,kept,kept_unflagged_or_reason1,0000100517-21-000016
0000835095,BOSTON CAPITAL TAX CREDIT FUND LTD PARTNERSHIP,,,operating,6513.0,DE,2013-06-27,2013-03-31,https://www.sec.gov/Archives/edgar/data/835095/000114420413036874/v347432_10k.htm,6279435,True,,12860.0,2013,31727,,kept,kept_unflagged_or_reason1,0001144204-13-036874
0001658432,Medico International Inc.,,,operating,8011.0,NV,2017-06-19,2016-12-31,https://www.sec.gov/Archives/edgar/data/1658432/000164033417001275/mddt_10k.htm,2291499,True,,18580.0,2016,147239,,kept,kept_unflagged_or_reason1,0001640334-17-001275
0000861361,B/E AEROSPACE INC,,,operating,3728.0,DE,2007-02-16,2006-12-31,https://www.sec.gov/Archives/edgar/data/861361/000110465907011783/a07-4577_110k.htm,2167238,True,,40262.0,2006,34922,,kept,kept_unflagged_or_reason1,0001104659-07-011783
0001556107,SLM Student Loan Trust 2012-6,,,operating,6189.0,,2020-03-30,2019-12-31,https://www.sec.gov/Archives/edgar/data/1556107/000114036120007371/form10k.htm,357966,True,,5905.0,2019,135687,,kept,kept_unflagged_or_reason1,0001140361-20-007371
0000036966,FIRST HORIZON CORP,FHN|FHN-PC|FHN-PE|FHN-PF|FHN-PH,NYSE|NYSE|NYSE|NYSE|NYSE,operating,6021.0,TN,2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/36966/000003696624000015/fhn-20231231.htm,39319474,True,,126716.0,2023,4695,,kept,kept_unflagged_or_reason1,0000036966-24-000015
